"","time","x1","x2","x3","x4"
"1",1,1.18527646453437,0.185917672043272,1.9636756519006,0.0163891230284432
"2",3,1.39924744972068,0.610269425476483,1.33947359896201,0.017731677992824
"3",5,1.44380371388765,0.420366857826525,1.07094263170865,0.0107710860557511
"4",8,1.54591740913288,0.922206721976894,0.852942887164435,0.0076791966078827
"5",13,1.6243831344399,1.33521549851122,0.85806356326977,6.6761408352e-05
"6",17,1.74237655868882,1.82128975555261,0.93607187076103,0.0731167551576227
"7",19,1.89151391621768,2.03346433646372,1.04686699445923,0.0363726389097883
"8",24,2.1585875613622,1.96307362651882,1.42375597252022,0.0560861329753233
"9",26,2.159945158089,2.30042861153831,1.3361705214708,0.1226981973469
"10",30,2.48939780485993,2.23074917476922,1.40327022480923,0.241146392241697
"11",31,2.1736955251624,2.09919543045651,1.32650703349169,0.348306542803142
"12",32,2.4461445429428,2.03483269655142,1.36510162234586,0.447553772740166
"13",33,2.33337905832672,2.28549704937524,1.227006120535,0.501677647015783
"14",40,2.48481987444102,2.14062580383311,1.15920487543703,1.11185565924244
"15",42,2.28121188124211,2.16814278100855,1.15602862030209,1.28552810916637
"16",44,2.44015867791619,2.22198822492586,1.22313017344125,1.47976080228641
"17",46,2.28796733032187,2.30952273333709,1.1335069370405,1.60087726570931
"18",49,2.06811767537484,2.13161299618345,1.18387279931973,1.63594495565017
"19",52,2.21627904403325,2.09164248286385,1.1515727650797,1.88370982902657
"20",53,2.07856475847468,2.28818998869312,1.1296052377071,1.86239499603968
"21",55,2.28532524118598,2.06363961197108,1.22740489272534,1.99963398620295
"22",56,2.4704451820011,2.03914390116526,1.16249358932244,2.0687437084631
"23",62,2.0373918483155,2.10597212890546,1.27966750198033,1.90385075839731
"24",63,2.38621842024029,2.39831243122379,1.22660917359568,2.0199430688102
"25",64,2.1336649855565,2.07671467766056,1.19165504135187,1.99423558824236
"26",67,2.48068211898239,2.19873891569567,1.22669430866171,1.96042278325645
"27",69,2.43417737688257,2.04196060299535,1.1962187993304,2.03319424544462
"28",71,2.19733270419695,2.04179708854945,1.22421753719809,2.0402337896813
"29",73,2.25856187211081,2.12373354221453,1.17183994250001,1.99204282771748
"30",75,2.27853449178284,2.28965739147183,1.06862415894996,1.98035408293511
"31",77,2.24467098092851,2.10943083389627,1.2033834420565,1.93222623508385
"32",78,2.56034570639418,2.23804476525035,1.23284049609833,1.96075712412725
"33",79,2.29822077736021,2.01211559255902,1.13557350029908,1.9850001727599
"34",83,2.20710447012235,2.11574549623871,1.12751107698557,1.98427426930193
"35",84,2.3511376106596,2.07884685721439,1.16753140363316,2.05841360301968
"36",87,2.30425372478473,2.11892233496113,1.16315838011621,1.98350827933474
"37",90,2.27524055819474,2.27704096329578,1.21879369436478,2.11647703215514
"38",91,2.27286833991375,2.14484605839569,1.20207153589107,1.97349647022321
"39",93,2.33077384865616,2.17242677694162,1.25550077532598,2.09684862220321
"40",95,2.16937723264481,2.18055135012779,1.2922288908806,2.00993132509132
