"","time","x1","x2","x3","x4"
"1",1,1.07947383587245,0.307891869919638,1.96843316407245,0.00117735696188357
"2",1,1.2280731049226,0.319117805257022,1.76728372611364,0.00114290654217831
"3",1,1.00193773779294,0.278408272116272,2.03595445751101,0.00101925489205703
"4",1,1.15160785147599,0.344390429992706,2.04935180043555,0.000994136658154131
"5",1,1.10667498074316,0.330651375442195,1.63447432585233,0.00146205936455581
"6",6,1.40900066113342,0.827831818508069,1.03365055256569,0.00313605504474342
"7",6,1.29277924288426,0.655127697628037,0.840712258129681,0.00284139621849777
"8",6,1.18673137026713,0.753582717111633,0.964293140651874,0.00367053816399982
"9",6,1.50170879373043,0.702128212810981,0.846646113946298,0.00259547309712718
"10",6,1.60080324306419,0.778033557578372,1.1914771165533,0.00324295341522843
"11",11,1.55342872111036,1.58518759007457,0.501394718834428,0.00828308601236518
"12",11,1.4200259608229,1.5651418966217,0.721248746123058,0.00930866076396346
"13",11,1.59954230662467,0.772725085035546,0.7082407914228,0.00480439459900194
"14",11,1.64238229204188,1.70754795632752,0.424370753585021,0.00880986432907384
"15",11,1.1420466089058,1.68957664519395,0.992654906232591,0.00612981694793407
"16",18,1.64404586299432,1.84216968136082,0.929999084481699,0.0447887875486273
"17",18,1.78000740184756,1.60151807224642,1.13464560964214,0.0307278714922151
"18",18,1.71069552911442,1.8333361211588,1.09659107651004,0.0232489702744209
"19",18,1.33160679836495,2.48373915918174,0.591252794802425,0.0296117381308642
"20",18,1.35759330833838,1.96895578115154,1.20920015966968,0.0172823230993433
"21",26,2.56015698329889,2.19029029593298,1.01007511900096,0.0848368094130887
"22",26,2.47886480021507,2.14254233352168,1.44170369409998,0.1608212632554
"23",26,2.92066221296428,2.16649600889501,1.22792589826055,0.177710712015713
"24",26,1.78310847827798,1.70020752090776,1.23534004305464,0.205836269307228
"25",26,1.80935841270549,2.39538784884021,1.05613844091929,0.105768998955121
"26",33,2.23005159354867,2.81995025079029,1.19464508191662,0.540825651817376
"27",33,1.69246347069396,2.0384530391474,1.11362754348963,0.428625113783714
"28",33,2.98168409224636,2.16824559400378,1.36385220533453,0.486374062167364
"29",33,2.09549072333038,1.58246988020903,1.23107672052666,0.474691386590806
"30",33,2.8756155273691,2.10259422895046,1.2385739947139,0.612312333524879
"31",41,1.97081747168949,2.33337922046729,1.04226946012426,1.29655705538228
"32",41,1.61102624086485,1.92781197595287,1.11405571616072,1.43840441975116
"33",41,2.11264673665457,2.2791293119567,1.08148450714423,0.993570199844618
"34",41,2.65293686342391,1.95300132261905,1.49828787742788,1.30326982585107
"35",41,2.26123786463301,2.34695035073515,1.1706144108249,1.30639439027076
"36",51,2.07963112564876,1.22825327498914,1.20947653990864,2.0756458652954
"37",51,1.81992067563925,1.6669878140261,1.0701205188451,1.64432592611657
"38",51,2.45438935531529,2.20221047606404,1.41537012734468,2.43996415966373
"39",51,2.2564877922538,2.13428512423617,1.23138835465197,1.70996370282185
"40",51,2.21327579325841,2.10225255589463,1.2346343580349,1.88456149861703
"41",60,2.16580390271718,2.18244953998335,1.15560881528742,2.28361421645682
"42",60,2.27915646665606,1.88529412945408,1.13758530611971,1.69835310300723
"43",60,2.36829010795747,2.52210977097657,1.34954205515078,2.04981488551156
"44",60,2.23463232215026,2.28186609738612,1.18498275719986,1.16577160707227
"45",60,2.43922538541826,1.99624481065586,1.50199487828471,2.82505968212378
"46",70,1.71985891244614,2.41184546041502,1.22764224875835,1.78688914487006
"47",70,2.57055499242832,2.4629085719753,1.17559998726103,1.87810838587074
"48",70,1.7902524940455,1.88774740818647,1.14210393006295,1.89582435379281
"49",70,2.72316627950021,2.04257608446117,1.65201018813662,1.82429997711437
"50",70,3.0074945616742,2.22720667736139,0.937869887980878,2.22625517917501
"51",80,2.29688869566469,2.00137367721982,1.39697226711601,2.20474037222294
"52",80,2.74913886699252,1.71483920367425,1.05939213270298,1.59453948731631
"53",80,0.904099834805974,2.29837255642984,1.48955717169159,2.26791675565921
"54",80,1.67645489366051,1.78850072730563,0.766478860961577,2.49192413811557
"55",80,2.13126463185189,1.73818217949608,1.40335582659135,1.89804705746497
