"","time","x1","x2","x3","x4"
"1",1,1.16986845896811,0.301972967479909,1.99210829101811,0.00104433924047089
"2",1,1.20701827623065,0.304779451314255,1.94182093152841,0.00103572663554458
"3",1,1.15048443444823,0.294602068029068,2.00898861437775,0.00100481372301426
"4",1,1.187901962869,0.311097607498176,2.01233795010889,0.000998534164538533
"5",1,1.17666874518579,0.307662843860549,1.90861858146308,0.00111551484113895
"6",6,1.51048267258652,0.745531284436741,0.995056136158352,0.00282097587264952
"7",6,1.48142731802423,0.702355254216733,0.94682156254935,0.0027473111660881
"8",6,1.45491534986995,0.726969009087632,0.977716783179898,0.00295459665246362
"9",6,1.53365970573577,0.714105383012469,0.948305026503504,0.00268583038574546
"10",6,1.55843331806921,0.733081719204317,1.03451277715525,0.00284770046527077
"11",11,1.57760111213839,1.32465306695816,0.708686971162286,0.00759492321901766
"12",11,1.54425042206653,1.31964164359494,0.763650477984444,0.00785131690691723
"13",11,1.58912950851697,1.1215374406984,0.760398489309379,0.00672525036567685
"14",11,1.59983950487127,1.3552431585214,0.689430979849934,0.00772661779819483
"15",11,1.47475558408725,1.350750330738,0.831502018011827,0.00705660595290989
"16",18,1.71222853792127,1.86145862423896,0.987186784414487,0.0333495133146693
"17",18,1.74621892263458,1.80129572196036,1.0383484157046,0.0298342843005662
"18",18,1.7288909544513,1.85925023418845,1.02883478242157,0.0279645589961177
"19",18,1.63411877176393,2.02185099369419,0.902500211994668,0.0295552509602285
"20",18,1.64061539925729,1.89315514918664,1.05698705321148,0.0264728972023483
"21",26,2.268134556295,2.20688198523299,1.28894661321663,0.124878138436708
"22",26,2.24781151052404,2.19494499463017,1.39685375699138,0.143874251897286
"23",26,2.35826086371135,2.2009334134735,1.34340930803153,0.148096614087364
"24",26,2.07387243003977,2.08436129147669,1.34526284423005,0.155128003410243
"25",26,2.08043491364665,2.2581563734598,1.30046244369621,0.130111185822216
"26",33,2.34936122330244,2.36688045468835,1.2874197653909,0.482312242686602
"27",33,2.21496419258876,2.17150615177763,1.26716538078415,0.454262108178187
"28",33,2.53726934797686,2.20395429049172,1.32972154624537,0.468699345274099
"29",33,2.31572100574787,2.05751036204303,1.29652767504341,0.46577867637996
"30",33,2.51075220675755,2.18754144922839,1.29840199359021,0.500183913113478
"31",41,2.24141810620784,2.19657640586822,1.14563610377609,1.22202604539157
"32",41,2.15147029850168,2.09518459473961,1.16358266778521,1.25748788648379
"33",41,2.27687542244911,2.18301392874057,1.15543986553108,1.14627933150716
"34",41,2.41194795414144,2.10148193140616,1.259640708102,1.22370423800877
"35",41,2.31402320444371,2.19996918843518,1.17772234145125,1.22448537911369
"36",51,2.21837002394699,1.91556337041754,1.18189088271195,1.89410665116478
"37",51,2.15344241144461,2.02524700517678,1.14705187744607,1.78627666637007
"38",51,2.31205958136362,2.15905267068626,1.23336427957096,1.98518622475686
"39",51,2.26258419059825,2.14207133272929,1.18736883639778,1.80268611054639
"40",51,2.2517811908494,2.13406319064391,1.18818033724352,1.84633555949519
"41",60,2.24851795503142,2.16335008168315,1.1874668624678,2.04873372168479
"42",60,2.27685609601614,2.08906122905083,1.18296098517587,1.90241844332239
"43",60,2.2991395063415,2.24826513943145,1.23595017243364,1.99028388894847
"44",60,2.26572505988969,2.18820422103384,1.19481034794591,1.76927306933865
"45",60,2.31687332570669,2.11679889935128,1.27406337821712,2.18409508810153
"46",70,2.14512311962644,2.2209621746738,1.20535730361943,1.94368315775558
"47",70,2.35779713962198,2.23372795256387,1.1923467382451,1.96648796800575
"48",70,2.16272151502628,2.08993766161666,1.18397272394558,1.97091695998627
"49",70,2.39594996138995,2.12864483068533,1.311449288464,1.95303586581666
"50",70,2.46703203193345,2.17480247891039,1.13291421342506,2.05352466633182
"51",80,2.28723696521935,2.11668455480626,1.24433625497501,2.05077309849373
"52",80,2.40029950805131,2.04505093641986,1.15994122137175,1.89822287726708
"53",80,1.93903975000467,2.19093427460876,1.2674824811189,2.0665671943528
"54",80,2.13212851471831,2.06346631732771,1.0867129034364,2.12256903996689
"55",80,2.24583094926615,2.05088668037532,1.24593214484384,1.97409976980424
